,rated,turns,winner,white_rating,black_rating,opening_ply
16255,True,13,white,1282,1358,5
16256,True,125,white,1263,1293,6
16257,True,37,white,1282,1309,2
16258,True,78,white,1272,1246,4
16260,True,17,white,1305,1290,2
16261,True,33,white,1383,1299,7
16264,True,15,white,1268,1215,4
16266,True,59,white,1333,1283,3
16267,True,145,white,1368,1291,4
16272,True,53,white,1297,1236,4
16273,True,105,white,1289,1195,4
16275,True,13,white,1310,1291,8
16277,True,15,white,1290,1320,4
16278,True,33,white,1323,1301,8
16279,True,73,white,1288,1329,3
16283,True,21,white,1346,1296,7
16284,True,27,white,1401,1304,4
16286,True,87,white,1302,1304,6
16287,True,51,white,1369,1312,6
16288,True,27,white,1436,1319,2
16289,True,47,white,1307,1382,4
16292,True,59,white,1297,1276,4
16294,True,20,white,1276,1179,5
16295,True,51,white,1421,1284,7
16297,True,53,white,1943,1500,2
16299,False,7,white,1500,1500,5
16301,False,47,white,1441,1500,8
16303,False,55,white,1500,1500,2
16305,False,55,white,1833,1500,4
16306,False,79,white,1500,1500,5
16307,True,39,white,1274,1311,2
16309,True,23,white,1305,1483,2
16315,True,85,white,1498,1304,3
16316,True,63,white,1556,1310,4
16317,True,77,white,1305,1023,4
16318,True,119,white,1674,1308,6
16319,False,87,white,1400,1259,2
16320,False,57,white,1423,1400,2
16323,False,73,white,1530,1400,2
16324,False,27,white,1619,1400,2
16327,False,113,white,1400,1475,3
16328,False,46,white,1400,1476,2
16329,False,16,white,1741,1400,2
16330,False,73,white,1400,1028,2
16332,False,51,white,1437,1400,2
16334,False,95,white,1631,1400,5
16335,False,18,white,1559,1400,2
16337,False,9,white,1400,1381,3
16339,False,59,white,1318,1400,2
16340,False,85,white,1400,1372,2
16342,False,15,white,1371,1400,2
16346,False,81,white,1400,1332,2
16349,False,49,white,1400,1466,3
16351,False,65,white,1566,1400,1
16355,False,19,white,1400,1396,2
16356,False,105,white,1400,1412,2
16360,True,33,white,1932,1644,3
16362,True,9,white,1916,1620,2
16363,True,79,white,1919,1945,8
16364,True,49,white,1924,1832,2
16366,True,79,white,1865,1781,2
16367,True,16,white,1847,1657,2
16369,True,41,white,1697,1890,8
16370,True,65,white,1848,1823,2
16372,True,59,white,1709,1871,5
16373,True,37,white,1659,1555,1
16376,True,67,white,1500,1430,2
16378,True,42,white,1445,1464,6
16380,True,63,white,1446,1424,3
16383,True,7,white,1499,1442,1
16384,False,107,white,1442,1566,5
16385,False,37,white,1500,1442,7
16387,True,101,white,1543,1448,2
16390,True,69,white,1497,1456,4
16392,True,19,white,1444,1500,4
16393,True,75,white,1661,1450,11
16400,True,117,white,1467,1456,6
16402,True,65,white,1421,1429,6
16403,True,37,white,1329,1443,6
16404,True,39,white,1423,1484,3
16405,True,35,white,1407,1377,3
16408,True,31,white,1390,967,3
16410,True,13,white,1045,1119,2
16412,True,69,white,1409,1228,2
16413,True,48,white,1388,1326,2
16416,True,43,white,1436,1668,4
16418,True,75,white,1724,1688,8
16419,True,39,white,1678,1630,5
16420,True,41,white,1728,1688,8
16423,True,61,white,1777,1725,9
16425,True,37,white,1831,1745,12
16426,True,125,white,1732,1747,4
16430,True,63,white,1742,1506,5
16431,True,49,white,1728,1772,3
16432,True,39,white,2257,1730,3
16435,True,105,white,1997,1747,2
16437,True,35,white,1987,1757,8
16439,True,83,white,1964,1768,8
16440,True,89,white,1939,1795,1
16442,True,39,white,1894,1820,2
16444,True,45,white,1832,1503,4
16446,True,39,white,2101,1824,4
16449,True,41,white,2048,1852,3
16452,True,71,white,1846,1551,8
16454,True,65,white,1829,1777,4
16456,False,87,white,939,963,4
16457,False,66,white,1458,939,2
16458,True,59,white,1449,940,4
16461,True,89,white,963,975,3
16462,True,5,white,1046,986,3
16463,True,95,white,1801,1784,2
16464,True,41,white,1768,1773,7
16469,True,47,white,1800,1741,5
16471,True,27,white,1868,1808,4
16472,True,21,white,1796,1643,7
16474,True,63,white,1412,1410,6
16476,True,49,white,1412,1174,3
16483,True,47,white,1809,1762,6
16484,True,51,white,1803,1658,5
16485,True,71,white,1818,1813,6
16488,True,85,white,1796,1700,5
16491,True,141,white,1795,1523,6
16492,True,43,white,1777,2054,3
16495,True,79,white,1775,1791,4
16496,True,51,white,1789,1786,6
16497,True,109,white,1775,1761,4
16498,True,41,white,1773,1786,5
16499,True,81,white,1743,1799,7
16500,True,131,white,1807,1809,5
16503,True,83,white,1801,1881,4
16506,True,73,white,1743,1819,7
16509,True,63,white,1640,1672,2
16511,True,30,white,1757,1656,11
16516,True,29,white,1788,1645,8
16521,True,53,white,1664,1652,2
16522,True,47,white,1707,1674,7
16523,True,71,white,1670,1685,4
16524,True,97,white,1674,1680,5
16525,True,47,white,1670,1685,4
16528,False,111,white,1692,1747,5
16529,False,91,white,1747,1692,6
16530,False,53,white,1692,1747,7
16532,False,43,white,1692,1747,3
16533,False,121,white,1692,1747,5
16536,False,43,white,1692,1747,3
16538,False,129,white,1692,1747,4
16540,False,79,white,1600,1692,3
16545,True,44,white,1688,1705,4
16546,True,73,white,1696,1657,2
16548,True,53,white,1679,1626,2
16549,True,83,white,1669,1663,2
16550,False,97,white,1669,1573,3
16554,True,53,white,1682,1670,3
16556,False,77,white,1670,1548,2
16557,False,57,white,1651,1670,1
16558,False,93,white,1651,1670,3
16559,False,65,white,1670,1659,7
16560,True,99,white,2095,1679,16
16561,True,69,white,1872,1685,6
16563,True,37,white,1670,1625,5
16565,True,61,white,1804,1698,4
16566,True,87,white,1691,1567,5
16567,True,49,white,1679,1690,6
16568,True,11,white,1666,1702,5
16570,True,27,white,1933,1696,11
16571,True,25,white,1675,2055,5
16574,True,45,white,1648,1630,5
16575,True,99,white,1647,1664,6
16576,True,41,white,1664,1632,3
16577,True,55,white,1661,1322,3
16578,True,51,white,1765,1669,7
16580,True,97,white,1785,1680,6
16582,True,61,white,1871,1456,7
16583,True,13,white,1871,1098,7
16584,True,80,white,1836,1884,8
16585,True,101,white,1822,1886,4
16587,True,87,white,1893,1768,3
16589,True,81,white,1872,1940,6
16590,True,21,white,1862,1809,5
16591,True,65,white,1753,1871,5
16596,True,74,white,2016,1889,8
16601,True,55,white,1440,1777,8
16603,True,73,white,1391,1437,6
16604,True,36,white,1403,1451,2
16607,True,49,white,1423,1158,4
16609,True,29,white,1352,1431,1
16612,True,59,white,1581,1466,7
16613,True,41,white,1461,1246,7
16614,True,45,white,1454,1289,8
16615,True,29,white,1339,1470,7
16616,True,99,white,1451,1865,5
16617,True,47,white,1844,1453,8
16618,True,86,white,1450,1136,2
16621,False,107,white,2500,2205,4
16622,True,23,white,2131,1869,4
16623,True,58,white,1852,1805,4
16625,True,71,white,1865,1623,7
16629,True,79,white,1800,1508,5
16630,True,19,white,1918,1820,7
16633,True,99,white,1810,1728,7
16635,True,95,white,1723,1708,2
16636,True,41,white,1662,1808,8
16637,True,44,white,1801,1697,9
16639,True,47,white,1678,1717,5
16640,True,99,white,1596,1643,6
16641,False,79,white,2613,1904,8
16642,True,75,white,1893,1897,8
16643,True,57,white,2003,1901,7
16646,True,105,white,1899,1776,4
16648,True,129,white,1888,1736,6
16649,True,59,white,2224,1802,3
16651,True,93,white,2217,1970,3
16653,True,62,white,2211,1878,6
16655,True,57,white,2200,2029,6
16656,True,27,white,2199,1622,6
16660,True,37,white,2188,1536,4
16663,True,29,white,2170,2112,3
16664,True,47,white,2161,2084,9
16665,True,53,white,2154,2010,3
16666,True,57,white,2140,2218,12
16668,True,43,white,2122,2052,6
16669,True,115,white,2007,2138,2
16670,True,57,white,2128,2064,4
16672,True,35,white,1743,1594,2
16673,True,96,white,1584,1591,4
16679,True,53,white,1611,1557,5
16680,True,75,white,1667,1620,3
16681,True,57,white,1599,1631,5
16683,True,29,white,1620,1639,5
16684,True,113,white,1645,1630,11
16685,True,205,white,1617,1704,3
16687,True,49,white,1569,1619,8
16688,True,17,white,1621,1593,4
16689,True,37,white,1609,1688,2
16690,True,127,white,1598,1619,3
16693,True,61,white,1609,1590,9
16695,True,71,white,1661,1606,10
16698,True,79,white,1597,1565,4
16699,True,73,white,1599,1607,5
16703,True,73,white,1601,1626,2
16705,True,43,white,1662,1645,2
16707,True,45,white,1628,1556,5
16710,False,53,white,1999,1450,9
16711,True,77,white,1996,1959,5
16712,True,32,white,1948,1942,6
16713,True,113,white,1930,2204,10
16714,True,39,white,1918,1966,4
16715,True,17,white,2069,1925,4
16716,True,75,white,1860,1938,4
16722,True,67,white,1266,1585,2
16726,True,35,white,1525,1249,2
16727,True,86,white,1225,1546,3
16728,True,65,white,1198,1613,1
16730,True,63,white,1619,1191,2
16731,True,35,white,1176,1201,2
16733,False,14,white,1176,1649,5
16734,False,67,white,1621,1176,3
16737,False,115,white,1615,1176,4
16738,False,113,white,1176,1615,6
16739,False,69,white,1653,1176,4
16743,False,67,white,1500,1176,5
16744,True,79,white,1308,1185,2
16745,True,45,white,1164,1326,5
16746,True,73,white,1318,1173,2
16748,True,18,white,1355,1188,1
16752,True,71,white,1156,1449,7
16753,True,45,white,1444,1161,4
16756,False,35,white,1543,1601,5
16758,True,119,white,1584,1553,2
16761,True,65,white,1532,1570,5
16763,True,51,white,1436,1546,5
16764,True,61,white,1536,1498,3
16765,True,71,white,1453,1550,9
16766,False,57,white,1550,1429,3
16768,True,53,white,1492,1554,1
16769,True,65,white,1522,1566,2
16772,True,133,white,1626,1564,3
16773,True,111,white,1550,1639,7
16774,False,25,white,1550,1527,4
16780,True,77,white,1651,1524,2
16783,False,73,white,1554,1523,5
16784,True,91,white,1636,1506,5
16786,True,55,white,1545,1490,2
16788,True,31,white,1552,1518,3
16789,True,23,white,1505,1565,6
16791,True,15,white,1484,1401,4
16793,True,35,white,1466,1406,8
16794,True,51,white,1432,1478,2
16797,True,71,white,1516,1489,7
16799,True,45,white,1799,1578,4
16802,True,60,white,1413,1280,6
16804,True,41,white,1284,1436,4
16805,True,49,white,1426,1500,3
16806,True,93,white,1405,1040,5
16807,True,25,white,1516,1413,7
16809,True,37,white,1388,1447,5
16810,True,36,white,1507,1396,1
16811,True,17,white,1636,1400,3
16815,True,67,white,1400,1452,6
16816,True,21,white,1440,1421,4
16817,True,65,white,1405,1557,14
16818,True,45,white,1309,1419,4
16826,True,65,white,1587,1424,4
16827,True,43,white,1407,1620,4
16828,True,57,white,1643,1424,3
16829,True,115,white,1500,1430,4
16832,True,39,white,1435,1453,2
16833,True,45,white,1728,1458,2
16834,True,33,white,1470,1469,7
16835,True,22,white,1461,1355,6
16837,True,51,white,1441,1479,6
16838,True,55,white,1642,1485,4
16840,True,55,white,1462,1504,3
16841,True,43,white,1727,1466,11
16842,True,65,white,1457,1386,5
16843,True,25,white,1503,1468,6
16844,True,61,white,1461,1316,4
16847,True,71,white,1446,1344,4
16848,True,39,white,1436,1388,2
16849,False,51,white,1665,1360,5
16850,True,35,white,2171,2064,11
16851,True,43,white,2162,2088,10
16853,True,47,white,2053,2167,11
16861,True,65,white,1880,1679,6
16862,False,43,white,2050,1880,11
16865,False,3,white,1970,1832,3
16866,False,127,white,1990,1970,4
16867,False,53,white,1886,1970,10
16869,True,135,white,1886,1970,14
16870,False,29,white,1970,1500,5
16872,False,17,white,1970,1710,6
16873,True,35,white,1807,1970,5
16876,False,141,white,1970,1506,5
16878,False,25,white,1970,1500,4
16883,True,45,white,2013,1652,3
16884,True,71,white,1643,1573,3
16886,True,85,white,1726,1661,6
16890,True,57,white,1669,1326,3
16895,False,95,white,1529,1674,4
16898,False,91,white,2027,1640,6
16902,True,103,white,1568,1509,3
16903,True,47,white,1561,1380,3
16904,True,29,white,1552,1471,2
16905,True,63,white,1547,1330,3
16908,True,99,white,1549,1609,3
16913,True,93,white,1712,1559,7
16914,True,29,white,1547,1583,4
16918,True,59,white,1550,1560,3
16919,True,69,white,1544,1350,4
16924,True,105,white,1594,1238,4
16926,True,25,white,1605,1354,7
16927,True,105,white,1594,1574,3
16928,True,65,white,1582,1575,4
16929,True,33,white,1575,1405,4
16930,True,39,white,1572,1251,2
16932,True,51,white,1993,1573,6
16934,True,45,white,1990,1578,1
16936,True,23,white,1575,1725,3
16938,True,99,white,1569,1615,4
16941,True,39,white,1589,1299,3
16944,True,111,white,1611,1418,4
16945,True,23,white,1606,1392,4
16946,True,19,white,1601,1402,3
16951,True,63,white,1418,1405,7
16953,True,73,white,1778,1425,3
16956,True,27,white,1403,1455,9
16959,True,51,white,1388,1456,3
16960,True,11,white,1447,1335,7
16961,False,121,white,1968,1447,2
16963,True,43,white,1492,1458,6
16964,True,41,white,1446,1420,6
16966,True,83,white,1432,1306,5
16967,True,63,white,1419,1446,1
16970,True,149,white,1421,1468,5
16971,True,157,white,1440,1272,5
16972,True,41,white,1518,1452,5
16974,True,111,white,1383,1498,4
16975,True,51,white,1492,1248,6
16977,True,65,white,1801,1496,3
16983,False,19,white,1268,1158,3
16984,False,33,white,1141,1268,4
16986,True,85,white,1189,1244,2
16987,False,17,white,1189,1443,3
16989,True,7,white,1519,1324,1
16990,True,73,white,1611,1423,7
16991,True,65,white,1784,1538,8
16997,True,55,white,1700,1324,5
17000,True,59,white,1443,1323,3
17002,True,63,white,1628,1337,5
17004,True,60,white,1370,1353,6
17005,True,33,white,1552,1359,2
17007,True,30,white,1518,1371,6
17008,True,18,white,1383,1383,6
17009,True,36,white,1688,1386,6
17013,True,30,white,1594,1395,5
17017,True,53,white,1430,1385,4
17020,True,11,white,1363,1559,6
17021,True,20,white,1469,1372,5
17022,True,44,white,1646,1376,5
17023,True,73,white,1365,1347,4
17025,True,51,white,1962,1368,3
17027,True,54,white,1604,1380,5
17028,True,7,white,1554,1387,3
17030,True,50,white,1679,1398,1
17031,True,53,white,1519,1406,5
17032,True,55,white,1394,1414,4
17033,True,15,white,1648,1399,5
17034,True,27,white,1643,1404,3
17035,True,82,white,1638,1409,5
17037,True,66,white,1653,1394,5
17038,True,9,white,1601,1399,4
17039,True,39,white,1543,1407,2
17040,True,21,white,1394,1427,4
17041,True,80,white,1528,1402,4
17042,True,63,white,1738,1405,4
17043,True,84,white,1535,1413,5
17049,False,45,white,1553,2060,5
17052,False,95,white,1876,2060,3
17054,False,37,white,2060,1500,4
17055,False,63,white,1500,2060,3
17056,False,43,white,1500,2060,3
17057,False,95,white,2060,1932,2
17058,False,37,white,2060,1754,6
17059,False,53,white,1500,2060,2
17066,True,47,white,1672,1595,5
17068,True,62,white,1741,1589,4
17069,True,29,white,1409,1644,11
17070,True,67,white,1552,1649,7
17073,True,67,white,1508,1681,6
17075,True,73,white,1502,1346,2
17077,True,33,white,1312,1366,3
17080,True,95,white,1282,1380,4
17081,True,65,white,1460,1389,3
17083,True,27,white,1366,1391,4
17084,True,149,white,1357,1300,4
17087,True,35,white,1425,1383,3
17090,True,103,white,1756,1387,2
17091,True,105,white,1374,1462,2
17095,True,77,white,1352,1642,4
17096,True,47,white,1421,1361,2
17098,True,79,white,1314,1355,3
17101,True,31,white,1442,1379,3
17104,False,27,white,1388,1464,6
17107,False,29,white,1464,1540,5
17108,False,20,white,1337,1464,8
17110,True,19,white,1526,1473,1
17111,True,47,white,1413,1487,11
17112,True,53,white,1473,1587,6
17116,True,81,white,1442,1487,7
17117,True,95,white,1644,1447,5
17120,True,123,white,1392,1479,7
17121,True,81,white,1463,1641,5
17124,True,87,white,1446,1579,6
17125,True,49,white,1382,1459,7
17135,True,51,white,1535,1491,10
17136,True,17,white,1564,1500,8
17139,True,67,white,1567,1500,8
17143,True,63,white,1644,1532,7
17144,True,47,white,1618,1540,7
17146,True,85,white,1512,1642,7
17147,True,39,white,1738,1517,5
17149,True,16,white,1561,1523,5
17151,True,47,white,1592,1542,6
17152,True,24,white,1726,1547,5
17154,True,163,white,1643,1542,7
17156,True,129,white,1537,1575,6
17157,True,79,white,1603,1546,7
17161,False,15,white,1500,1546,11
17162,False,57,white,1546,1642,7
17165,True,41,white,1523,1508,7
17167,True,17,white,1683,1516,2
17171,True,61,white,1704,1523,3
17173,True,109,white,1624,1528,7
17174,True,65,white,1513,1656,3
17175,True,143,white,1603,1521,3
17176,True,127,white,1509,1585,13
17177,True,79,white,1618,1516,6
17179,True,129,white,1555,1532,7
17180,True,58,white,1651,1539,7
17182,True,13,white,1567,1555,4
17186,True,69,white,1650,1590,5
17187,True,47,white,1438,1436,3
17190,True,71,white,1390,1470,1
17191,True,83,white,1428,1403,3
17192,True,109,white,1384,1498,1
17193,True,75,white,1598,1391,3
17196,True,85,white,1738,1399,3
17197,True,53,white,1749,1403,3
17200,True,83,white,1360,1395,4
17201,True,125,white,1345,1345,2
17202,True,135,white,1473,1352,2
17204,True,61,white,1474,1376,4
17208,True,37,white,1430,1388,5
17210,True,47,white,1699,1378,9
17211,True,27,white,1448,1394,3
17214,True,26,white,1466,1453,3
17217,True,81,white,1429,1500,2
17218,True,61,white,1484,1454,1
17220,True,57,white,1391,1360,4
17226,True,67,white,1351,1258,3
17228,True,58,white,1628,1348,4
17231,True,59,white,1558,1457,6
17233,True,53,white,2035,1757,4
17236,True,63,white,2043,1964,4
17237,True,49,white,1994,2057,5
17239,True,83,white,1703,1783,6
17241,True,35,white,1953,1691,8
17242,True,25,white,1679,1698,6
17244,True,45,white,1873,1667,3
17245,True,35,white,1664,1315,6
17246,True,99,white,1646,1833,8
17247,True,65,white,1518,1582,5
17248,True,75,white,1575,1420,2
17249,True,65,white,1563,1615,9
17250,True,135,white,1551,1585,7
17251,False,57,white,1551,1585,8
17252,True,61,white,1552,1538,10
17253,True,63,white,1526,1564,4
17259,True,35,white,1532,1556,3
17260,True,97,white,1545,1543,3
17262,True,57,white,1513,1575,6
17263,True,45,white,1566,1499,10
17264,True,49,white,1555,1566,5
17265,True,23,white,1555,1566,4
17267,False,125,white,1576,1779,10
17268,False,31,white,1779,1576,7
17269,False,25,white,1576,1669,10
17272,True,47,white,1566,1520,5
17274,True,37,white,1564,1567,4
17279,True,71,white,1542,1815,6
17281,True,107,white,1517,1553,2
17284,True,53,white,1714,1584,6
17285,True,75,white,1578,1430,4
17287,True,61,white,1559,1594,5
17288,True,95,white,1291,1464,4
17289,True,25,white,1657,1301,8
17291,True,59,white,1303,1223,6
17292,False,33,white,1418,1303,3
17293,False,53,white,1303,1500,7
17295,True,59,white,1699,1315,2
17298,True,15,white,1381,1305,3
17302,False,9,white,1693,1259,6
17303,True,55,white,1640,1706,4
17307,True,63,white,2406,1704,7
17309,True,99,white,1683,1776,5
17310,True,42,white,1666,1872,11
17311,True,111,white,1867,1671,6
17312,True,33,white,1664,1883,11
17314,True,45,white,2041,1674,6
17315,True,21,white,1697,1684,10
17316,True,71,white,1634,1698,1
17319,True,84,white,1696,1404,5
17320,True,29,white,1962,1700,6
17323,True,41,white,1850,1696,7
17326,True,49,white,1694,1721,6
17328,True,55,white,1767,1713,1
17331,True,93,white,2252,1716,5
17334,True,43,white,1720,1738,4
17338,True,51,white,1708,1649,4
17342,False,55,white,1500,1885,14
17344,False,53,white,1885,1645,6
17346,False,3,white,1546,1885,2
17349,True,76,white,1743,1757,7
17353,True,51,white,1738,1462,6
17354,True,28,white,1733,1487,3
17356,True,45,white,1716,1657,5
17357,True,73,white,1507,1735,3
17360,True,13,white,1757,1874,3
17361,True,57,white,1747,1655,5
17365,True,111,white,1772,1768,4
17366,True,59,white,1762,1580,6
17367,True,33,white,1563,1781,5
17370,True,35,white,2059,1789,2
17373,True,87,white,1803,1803,2
17376,True,59,white,1662,1849,5
17377,True,67,white,1832,1941,10
17380,True,19,white,1367,1440,12
17382,True,83,white,1351,1465,6
17383,True,85,white,1344,1140,7
17384,True,69,white,1607,1349,8
17385,True,79,white,1321,1510,3
17388,False,101,white,1297,1500,6
17390,True,65,white,1277,1280,6
17391,True,83,white,1226,1293,4
17392,True,69,white,1500,1299,11
17394,True,73,white,1277,1293,5
17396,True,21,white,1580,1501,6
17399,True,47,white,1477,1441,8
17402,True,27,white,1726,1710,3
17403,True,96,white,1779,1719,4
17404,True,101,white,1709,1671,4
17406,True,33,white,1687,1708,4
17408,True,31,white,1662,1744,5
17412,True,47,white,1634,1641,7
17415,True,99,white,1738,1629,3
17418,True,55,white,1609,1677,3
17419,True,55,white,1595,1696,3
17420,True,37,white,1688,1603,8
17422,True,57,white,1597,1701,3
17425,True,49,white,1780,1593,3
17426,True,31,white,1799,1598,4
17429,True,65,white,1731,1623,6
17430,True,79,white,1610,1691,2
17431,True,79,white,1691,1618,7
17432,True,51,white,1606,1655,5
17433,True,27,white,1712,1622,6
17434,True,69,white,1607,1729,2
17435,True,33,white,1655,1617,10
17436,True,55,white,1604,1668,5
17437,True,47,white,1759,1611,8
17439,True,101,white,1832,1600,4
17440,True,63,white,1665,1609,3
17441,True,63,white,1708,1617,7
17442,True,71,white,1603,1688,5
17443,True,48,white,1730,1611,5
17444,True,31,white,1596,1746,4
17445,True,105,white,1775,1602,3
17447,True,41,white,1807,1612,4
17448,True,63,white,1869,1616,6
17449,True,49,white,2208,1885,6
17451,True,47,white,2187,1974,13
17453,True,47,white,2168,2189,7
17454,True,29,white,2188,1763,4
17456,True,35,white,2180,1494,4
17458,True,61,white,2178,1414,2
17459,True,71,white,2157,2355,9
17460,True,43,white,2071,2175,8
17462,True,31,white,2169,1736,2
17463,True,25,white,2168,1650,5
17465,True,15,white,2165,1651,5
17467,True,69,white,2162,1814,11
17470,True,83,white,2075,2165,5
17471,True,57,white,2154,2084,2
17474,True,55,white,2126,2007,8
17476,True,51,white,2109,2028,8
17477,True,67,white,2122,1859,2
17481,True,93,white,1786,2118,1
17483,True,41,white,2113,1954,2
17485,True,59,white,2099,1974,2
17488,True,89,white,1767,1921,5
17490,True,32,white,1700,1263,6
17491,True,37,white,1772,1710,11
17492,True,47,white,1693,1834,8
17493,False,113,white,1693,1500,8
17495,True,113,white,1980,1967,3
17500,True,73,white,1944,1947,4
17501,True,51,white,1930,2032,10
17505,True,37,white,2146,1911,4
17506,True,19,white,1957,1920,5
17507,True,55,white,1938,1930,4
17508,True,71,white,1917,2002,6
17510,True,36,white,1954,1938,10
17511,True,10,white,1941,1948,2
17513,True,65,white,1952,1954,4
17514,True,42,white,1943,1963,7
17516,True,57,white,2035,1983,5
17520,True,61,white,2022,1989,4
17522,True,37,white,1991,1930,3
17523,True,79,white,2186,1996,2
17525,True,9,white,1932,1989,3
17526,True,31,white,1980,1946,6
17527,False,53,white,1500,1165,6
17529,True,52,white,1681,1520,3
17530,True,61,white,1674,1528,2
17532,True,81,white,1708,1549,4
17533,True,25,white,1528,1873,4
17534,True,55,white,1870,1531,3
17536,True,67,white,1628,1547,1
17537,True,117,white,1754,1553,2
17539,True,58,white,1762,1564,5
17540,True,23,white,1549,1664,4
17545,True,83,white,1737,1562,2
17548,True,77,white,1920,1575,5
17550,True,101,white,1911,1581,7
17551,True,111,white,1728,1588,5
17556,True,95,white,1717,1740,8
17564,True,71,white,1741,1661,11
17566,True,47,white,1730,1577,7
17568,True,33,white,1715,1524,4
17569,True,34,white,1415,1734,3
17570,True,53,white,1721,1785,6
17571,True,13,white,1711,1683,5
17574,True,8,white,1675,1729,2
17575,True,36,white,1723,1522,4
17578,True,59,white,1693,1729,4
17579,True,41,white,1716,1758,4
17580,True,55,white,1779,1725,5
17582,True,45,white,1717,1443,5
17583,True,36,white,1701,1837,5
17585,True,63,white,2156,2058,2
17589,True,49,white,1523,1673,6
17590,True,109,white,1767,1566,2
17594,False,33,white,1539,1844,9
17597,False,29,white,1855,1539,5
17600,False,73,white,1528,1539,4
17608,False,41,white,1750,1500,2
17609,False,45,white,1500,1741,3
17615,False,75,white,1559,1500,2
17616,True,32,white,1566,1580,3
17617,False,35,white,1636,1580,7
17623,True,55,white,1621,1602,4
17624,False,57,white,1602,1579,4
17625,False,65,white,1602,1628,13
17628,True,71,white,1614,1601,3
17631,False,41,white,1600,1609,7
17632,False,31,white,1600,1631,7
17633,False,99,white,1600,1603,3
17634,False,56,white,1619,1600,9
17638,False,27,white,1720,1600,3
17640,False,95,white,1589,1553,7
17641,False,40,white,1589,1664,6
17642,False,163,white,1538,1589,2
17643,False,87,white,1589,1595,2
17644,True,79,white,1599,1599,4
17647,False,15,white,1589,1691,8
17649,True,37,white,1579,1577,3
17650,True,105,white,1568,1569,7
17651,False,32,white,1565,1568,7
17653,True,25,white,1513,1569,4
17656,True,37,white,1598,1592,3
17658,True,67,white,1190,936,4
17659,True,121,white,1597,1192,8
17660,True,57,white,1524,1176,7
17661,False,89,white,2109,2270,4
17662,False,67,white,2270,1890,8
17665,True,55,white,2191,2294,10
17666,False,93,white,2294,2280,4
17667,True,39,white,1877,1080,3
17670,True,47,white,1374,1129,3
17671,True,81,white,1604,1135,2
17672,True,75,white,1364,1156,3
17674,True,37,white,2151,1696,8
17675,True,85,white,1853,2229,3
17676,True,35,white,2224,1695,5
17680,True,55,white,2094,2024,11
17684,True,47,white,1500,1503,5
17685,True,85,white,1515,1514,5
17687,True,49,white,1512,1576,2
17691,True,79,white,1525,1507,2
17692,True,41,white,1495,1536,2
17700,True,43,white,1566,1529,2
17702,True,119,white,1544,1549,2
17703,True,45,white,1596,1558,7
17706,True,115,white,1546,1610,2
17708,True,51,white,1523,1545,3
17711,True,65,white,1522,1567,3
17714,True,111,white,1632,1588,7
17718,False,73,white,2032,1719,9
17722,True,63,white,1051,1363,7
17723,True,107,white,1684,1053,9
17724,True,59,white,1012,1222,5
17725,False,83,white,1500,1012,5
17727,True,77,white,1442,1034,4
17729,False,41,white,1500,1034,5
17731,True,54,white,1405,1041,6
17733,True,71,white,1580,1058,3
17734,True,17,white,1467,1372,6
17737,False,25,white,1500,1381,9
17738,False,139,white,1510,1381,3
17739,False,127,white,1381,1372,2
17741,False,9,white,1288,1381,4
17744,True,121,white,1635,1397,6
17746,False,30,white,1406,1405,7
17749,False,99,white,1505,1405,5
17752,True,50,white,1340,1420,4
17755,True,59,white,1715,1453,6
17756,True,47,white,1450,1121,7
17757,True,59,white,1715,1455,8
17758,True,57,white,1096,1478,5
17760,True,35,white,1932,1482,3
17763,True,33,white,1484,1088,4
17765,True,23,white,1461,1553,3
17767,True,63,white,1890,1483,3
17768,True,44,white,1387,1499,7
17769,True,131,white,1892,1475,8
17771,True,51,white,1886,1464,3
17772,True,137,white,1907,1898,9
17773,True,93,white,1822,1934,9
17775,True,159,white,1722,1976,3
17776,True,27,white,1971,1711,2
17777,True,95,white,1878,1987,1
17778,True,51,white,1983,1699,4
17780,True,43,white,1969,1834,5
17781,True,77,white,1919,1983,5
17783,True,93,white,1968,1825,4
17785,True,81,white,1950,1849,2
17787,True,65,white,1909,1406,4
17789,True,55,white,1904,1498,9
17790,False,43,white,1904,1500,6
17791,True,61,white,1903,1302,3
17797,True,57,white,1931,1475,3
17799,False,57,white,1675,1716,7
17801,True,35,white,2210,2131,1
17802,True,69,white,2110,2395,6
17803,True,83,white,1585,2131,2
17806,False,9,white,1500,1190,3
17808,False,19,white,1500,1190,3
17810,False,35,white,1500,1190,6
17811,False,21,white,1190,1500,6
17812,False,33,white,1500,1190,7
17816,True,7,white,1500,1213,3
17818,True,67,white,1460,1224,3
17820,True,49,white,1425,1252,4
17824,False,23,white,1340,1252,7
17826,True,9,white,1345,1297,5
17830,True,27,white,1159,1414,3
17831,True,9,white,1476,1173,3
17834,True,17,white,1450,1231,3
17835,True,7,white,1444,1264,3
17837,True,25,white,1340,1426,3
17838,True,65,white,1292,1339,3
17839,True,69,white,1421,1500,6
17841,True,55,white,2225,2015,19
17845,True,16,white,2233,1772,8
17846,True,29,white,2209,2030,2
17847,True,27,white,2209,1320,6
17851,True,53,white,2182,1688,5
17853,True,21,white,2174,1692,4
17856,True,61,white,2191,1599,5
17857,True,19,white,2181,1830,6
17859,True,45,white,2174,1641,6
17862,True,43,white,2138,1819,14
